ID,Author,Genre,Date,Cleaned Text,Provenance,Personnes,Lieux,Text Irregularities
TM 36786,nan,petition,AD 566 - 573,τὸ γονικὸν ὑμῶν ημων καὶ ἐνδιάθετον καὶ μεγαλοπρεπὲς αἷμα δικαιοσύνη ἔμφυτον ἐδίκτων ἀεὶ α φυλάττει περὶ πάντας μάλιστα δὲ ὀφείλει ἐπὶ πλεῖον ἐπὶ επει τῆς τηληκαύτης ὑμῶν εὐαρχείας ἐνδείξασθαι τοῖς δέουσι καὶ ουλομένοις ουλομενης τυχεῖν παρηγορίας τῶν ἑαυτῶν ἀδικημάτων τὴν ἀσυχῆ θλεῖψιν ὑποφέρουσιν ἐπεὶ οὖν δέσποτα μετὰ τὸν δεσότ εὐεργέτα κ τὸν ιεν πρόστατα πάσης τῆς ἐπαρχείας ὡς ἀπὸ γένους γενος λελάχατε αἵμα τῷ ἀληθεῖ πρὸς τὴν ὁμωνημίαν ομωνεμιαν τῶν ἀειμνήστων καὶ μεγαλοπρ ὑμῶν γοέων παρακαλῦμε τοιγαροῦν καεικετεύοντες καὶ ἐνορκοῦντε ενοργοντε κατὰ τοῦ ἀενάου τὴν ὑμῶν λαμπρ καὶ μεγαλοπρ δεσποτεια κατελεῆσαι τος βεβλημένους ἀπὸ ἀφροδίτης ἐπὶ δημοσίᾳ φυλακῇ οἷον γὰρ φιλότεκνοι πατέρες ἡμῶν υμων πάντων τῶν ἀπερεστάτων ἐστε πανοίκτισται κιμήλιοι πάσης τῆς ἐπαρχείας καὶ πενήτων θρεπτητορες καὶ τυφλῶν καὶ εὔσφλαγχνοι δοτῆρες τοτηρες ἵνα μὴ τῇ λιμῷ ἀνάγχωνται τὰ ἀθλειώτατα αὐτῶν τέκνα ἐπὰν γὰρ συμβῇ τῷ πένητι συσταλῆναι τὰς χεῖρας ἀποκλείεται καὶ τὸ στόμα καὶ πρὸς εἴδησιν τῆς ἀληθεινοῦ ὑμῶν διδασκαλείας ὡς οὐ καθʼ ὑποτελεῖς γχάνουσιν ἀλλὰ μόνον χειρότεχνοι τυγχάνουσιν καὶ οὐκ ἑτέρας πολιτείας σύγκειται εἰ πα σταίη τῷ ὕψει ὑμῶν γυμμνασσέσθωσαν ἕκαστος τῷ ἰδίῳ ἐπιτηδεύματι ἐπειδὴ γναφεῖς κναφεις καὶ χαλκεῖς καὶ τέκτονες κ πακτοποιοί καὶ οὐδὲν ἄλλο αὐτοῖς ἐστιν ἐργόχειρον ἀπὸ γονέων καὶ προγόνων εἰ μὴ τὸ τῆς τοιαύτης τέχνης τὸ ἐπίκτημα ἅπαξ οὖν δέσπο τὸν δέοντα ωφρονισμὸν ἐπείχασιν πολλῶν ἤδη γεναμένων ἡμερῶν ἐν κατειργασμένῃ παρακλεῖσθε τῇ ἐμφύτῳ ὑμῶν ἀγάπῃ μετὰ τὸν κινηθῆναι γινηθηναι εἰς αὐτούς καὶ προστάξαι τούτους ἀπολῦσαι πρῶτον μὲν διὰ τὸ ψυχωφελὲς ὑμῶν καὶ διὰ τὴν συνέχουσαν αὐτοὺς μεγάλλην μετριοσύνην καὶ τὴν τῶν τέκνων αὐτῶν ἀτροφείαν λυσιτελές ἐστιν καὶ τοῦτο τῷ δημοσίῳ λόγῳ ἵνα καὶ ἕκαστος τὰ τῆ τέχνες ἐντόπια λειτουργήματα ἐκτελέσας καιροῦ καλοῦντος ἐπὶ τὰ συνήθη γεωργί δεῖται ἐπι γὰρ ἡ αὐτὴ γεωργία τῆς ἐξ ἑκάστου αὐτῶν συνελύσεως a τυεστι μάλιστα ω ει καὶ ανενποθεν αὐτῶν τὸν σπόρον φιλοκαλεθα μὴ οὖν ἀποτύχω τῆς αακλήσεως καὶ τῆς αἰτήσεως τὴν σωτηρί τῶν φιλτάτ καὶ αει πτοι περὶ πᾶν ὅ τι οὖν ππούδα ἔργον τολμηρὸ τολμώτατα τὴν ἐνετόλμησα μὲν γράψαι οὐκ ελειων μήτε νει ἀλλὰ καθικετεύων καὶ ἀφορμὰς τοὺς ὑμῖν ὡς σωφοῖς σωφοτέροις ἔσεσθαι δέσποτα εὐεργέ ν προστάτα,Aphrodito,,απο αφκρκοκδκικτκης,"['απερεστατων: απεριστατων', 'κιμηλιοι: κειμηλιοι', 'πανοικτισται: πανοικτιστοι', 'ημων: υμων', 'ευσφλαγχνοι: ευσπλαγχνοι', 'αθλειωτατα: αθλιωτατα', 'αληθεινου: αληθινου', 'διδασκαλειας: διδασκαλιας', 'ουκ: ουχ', 'τηληκαυτης: τηλικαυτης', 'ασυχη: ατυχη', 'θλειψιν: θλιψιν', 'ομωνημιαν: ομωνυμιαν', 'καθεικετευοντες: καθικετευοντες', 'δεσποτεια: δεσποτειαν', 'παρακλεισθε: παρακαλεισθε', 'σωφοις: σοφοις', 'σωφοτεροις: σοφωτεροις', 'μεγαλλην: μεγαλην', 'ατροφειαν: ατροφιαν', 'τεχνες: τεχνης']"
TM 36787,nan,petition,AD 500 - 599,ἀπ ὥρο αίωτος εω οὕτ ἔφασκεν ὅτι ἡνίκα κατήχθη εἰς τὴν ἀντι ἦν τοτε ἀγοράσας τὸ το χρυσοχόο καὶ ἴσως κεχρεωστηκότος σς τισὶ ἀγραρεύουσι π ά μέρη μουνπτόο ἀκηκόωσι τὴν ς τοῦ εἰρημέ κτήμτ δωροθέῳ ἐπεξ τῶν χρέων τῆς ἀπ ἕνεκεν καὶ καταλν τὴν ἀντινοέων ηὗρ βίκτορος τοῦ υἱ άλ πρεσβυτέρ ἀπὸ τῆς λύ τῆς ἁγί ἐκκλ τοῦ ἁγί θε ἐν ἀντινόο συνε ἐκζητῶν λαβεῖν προελθεῖν ἔπεμεν βίκτορα απην σεως δύνασ αὐτ ν ἐμφάν αὐτο ποιῆσαι μετὰ τῶν στρατ τῶν ἀπὸ μονπτόο κ τῆς ἐκείνης τούτων το ὅτι κτῆμα ὑπόχρ ἠγ ρασεν παρὰ το λεγομ χρυσοχ ἐζημιώθη περὶ τὰ δώδε νο ἐκεῖνα διὰ ἔλεγεν βίκτ ὁ υἱὸς ἀπάλωτος ὡς ἐπερώτ δωρόθεον κ εἶπεν ἐπιστεῖ τῇ λύκων ὡς ἕως νο ιβ ἐ μιώθην ἐνόμιζεν εἶναι τὸ πρᾶγμα ἀνήκειν κύρῳ επ ου περὶ κύρο παντελῶς χ ἀπῄτητο οὔτε ἐχρεώστει κῦρ ἀποθνήσκων λί χρυσίο,Antinoopolis,"ωρου, ψαιωτος, βικτωρ, απαλωτος, δωροθεον, δωροθεω, βικτορος, απαλωτος, βικτορα, κυρω, κυρου, κυρος, ","εις την αντινοου, μουνπκτκοκου, την αντινοεων, απο της λυκων, εν αντινοου, απο μουνπτκοου, τη λκυκων","['ενομιζεν: ενομισεν', 'δια: διο']"
TM 36788,nan,receipt,AD 500 - 599,δεδώκασιν οἱ ἀπὸ κώμης ἀφροδίτης τοῦ ἀνταιοπολίτου δ ἰωάννου ὑποδέκτου εἰς λόγον κανονικῶν καὶ παντοίων χρυσικῶν τίτλων ὁμοίως πρώτης καλῆς πρώτης ἰνδ χρυσοῦ νομισμάτια εἴκοσι ἑπτὰ κεράτια δέκα γί χρ νο κζ κ ι εὔσταθμα ἁπλᾶ καὶ εἰς ὑμῶν ἀσφάλειαν καὶ τοῦ δημοσίου λόγο πεποίημαι τοῦτο τὸ ἐντάγιον μεθʼ ὑπογραφῆς ἐμῆς ὡς πρόκειται ἡλιόδωρος ἐθνικ χρυσών ἐπαρχείας θηβαΐδ στοιχεῖ μοι τὸ ἐντγιον τῶν νομισματ εἴκοσι ἑπτὰ κερατια δέκα ὡς πρόκ,Antinoopolis,"ιωαννου, ηλιοδωρος, ","απο κωμης αφροδιτης, του ανταιοπολιτου, επαρχειας θηβαιδος",['κερατια: κερατιων']
TM 36789,nan,receipt,AD 500 - 599,ώκασιν οἱ ἀπὸ κώμ ἀφροδίτης τῆς ἀνταιουπολιτῶν δ ἰωάννου ὑποδέκ γον κανονικῶν καὶ χρυσικῶν τίτλων πρώτης καταβολ κανόν πρώτης ρυσοῦ νομισμάτια ἑκατὸν εὔστα ἁπλ γί χρ νο ρ εὔστ ἁπλ ἰς ὑμῶν ἀσφάλειαν ημοσίου λόγο πεποίημαι τοῦτο τὸ ἐντάγι μεθʼ ὑπογραφῆς ἐμῆς ὡς πρόκ ιόδωρος ἐθνικ χρυσών ἐπαρχείας θηβαΐδ χεῖ μοι τὸ ἐντάγιον τῶν νμισματ ἑκατὸν εὔσταθ ὡς πρόκ,Antinoopolis,"ιωαννου, ηλιοδωρος, ","απο κωμης αφροδιτης, της ανταιουπολιτων, επαρχειας θηβαιδος",[]
TM 36790,nan,receipt,AD 542 - 543,δεδώκασιν οἱ ἀπὸ κ φ ὑποδέκτ εἰς λόγον κανονικῶν καὶ παντοίων χρυσικῶν τίτλω τρίτης καταβολῆ κτης ἰνδικα τῆς ἀνταιοπολιτῶν χρυσοῦ νομισμάτια ἑκατὸν δέκα τέσσαρα κερια δκα τέσσαρα εὔσ ἁπλᾶ γί χρ νο ριδ κ ιδ εὔστ ἁπλ εἰς ὑμῶν ἀσφάλειαν καὶ τοῦ λόγου πεποίημαι τοῦτο τὸ ἐντάγιον μεθʼ ὑπογραφῆς ἐμῆς ὡς πρόκ ἡλιόδωρος ἐκ χρυσών ἐπρχείας πεποίημαι τοῦτο τὸ ἐντάγιον τῶν ισματ ἑκατὸν δέκα τέσρ κεράτια δέκα τέσσαρα ὑπὲρ ς κααβολ ἕκτης ἰνδ ὡ,Antinoopolis,"ιωαννου, ηλιοδωρος, ","απκοκ κκωμης αφκροδιτης, του ανταιοπολιτου, της ανταιοπολιτων",[]
TM 36791,nan,receipt,AD 540 - 541,δεδώκασιν οἱ ἀπὸ κ πρωτοκ διὰ το θα λόγον τοῦ πυρ τοῦ κανόνος τετάρ ἓν παρὰ κεράτια δύο τῷ χρυσοχ στα ς ὑμῶν ἀσφάλειαν πεποίημαι τα,Antinoopolis,"ιωαννου, ",απο κωμης αφροδιτης,[]
TM 36792,nan,receipt,AD 514 - 515,δεδώκασιν οἱ ἀπὸ κώμης ἀφροδίτης δ κοκκίνο ὑποδέκ εἰς λόγον κανονικ κανόνος ὀγδόης ἰνδικ ὑπ τρίτης καταβολῆς πρὸς μέτρησιν μαμμᾶ σχολ χρυσοῦ ν ἐννέα ἁπλᾶ γί χρ νο θ ἁπλ μόν καὶ εἰς σὴν ἀσφάλειαν καὶ το δημοσίου πεποίημαι τὸ ἐνάγι ὡς πρόκ φλ ἀμμώνιος καὶ βίκτωρ χρυσ διʼ ἐμοῦ ἀμμωί διαδόχ χρυ,Antinoopolis,"κοκκινου, μαμμας, φλαυιοι αμμωνιος, αμμωνιου, φλαυιοι βικτωρ, ",απο κωμης αφροδιτης,[]
TM 36793,nan,receipt,AD 540 - 541,ἀννωνιακῶν εἰδῶν τρίτης κατῆς τετάρτης ἰνδικ νομίσματα ἑκατὸν δέκα τέσ κεράτια ὀκτὼ εὔσταθμ ἁπλᾶ γί χρυσο νο ριδ κ η εὔστα ἁπλ καὶ εἰς ὑμῶν ἀσφάλειαν καὶ τοῦ δημοσίου λόγου πεποίημαι τοῦτο τὸ ἐντάγιον ῆς ὡς πρόκειται ίκτωρ ἐθνικ χρυ ἐπχ θηδ πεοίημαι τοῦτο,Antinoopolis,"βικτωρ, ","απο κωμης αφροδιτης, του ανταιοπολιτου νομου, επαρχκιας θκηκβαιδκος",[]
TM 36794,nan,receipt,AD 545 - 546,εδώκασιν οἱ ὸ κώμ ἀφρίτης τοῦ ἀνταιοπο ἰωάννου ὑποδέ κ πα χρ ὶ ἀννωνι εἰ ἰνδ χρυσοῦ νομισμάτια ἑκατὸν δέκα εὔσταθ ἁπλ ς αὐτῆς τρί ἐννάτης ἰνδ χρυσοῦ νομισμάτια τέσσερ κεράτι ὀκτὼ γί χρ νο ριδ κ ιη εὔστ ᾶ κ ὑ ἀσφάλειαν καὶ οῦ δηίου λόγου πεποίημαι τοῦτ τὸ ἐντάγιον μεθʼ ογραφῆ μῆ ς πρό χρυσ ἐπαρχί θηβδ πε τοῦτο τὸ ἐντάγι τῶν νομισ ματίων ἑκατὸν δέκα δέκα ὀκτὼ τρίτ καταβολῆς ἐννάτης ἰνδικ ὡ πρ ἐντάγι το χρυσώνο βίκτωρ τρίτης καταβολ κανονικ θ ἰνδ ν ριδ κ ιη ἁπλ,Antinoopolis,"βικτωρος, ιωαννου, βικτωρ, ","απο κωμης αφρκοδιτης, του αντκακικοκπκοκλιτου νομου, επαρχιας θηβαιδος","['εννατης: ενατης', 'εννατης: ενατης']"
TM 36795,nan,receipt,AD 540,chirho εδώκασι οἱ ἀπὸ κώμης ἀφροδίτης δ ἰωάννο θαυμασ ὑποδέκτο τὰς συνηθείας κατὰ τὸ ἔθος δοθέντων παρʼ ὑμῶν τῷ κατὰ καιρὸν τριβούνῳ ἀνταίο ὑπὲρ κανόνος τετάρτης ἰνδ χρυσοῦ νσμάτια δύο παρὰ κεράτια τέσσερα τῷ χρυσοχοϊκῷ σταθμῷ γί χρ νο β π κ δ χρ άλειαν πεποίημαι τὴν ἀποχὴν κατὰ τὸ ἔθος ὡς πρόκ ὁ καθοσιωμένος τριβοῦνος διʼ ἐμοῦ βίκτορος δομεστικοῦ στοιχεῖ μοι ἡ ἀποχὴ ὡς πρόκ φαρμοθι ιϛ ἰνδ γ,Antaiopolites,"ιωαννου, βικτορος, ","απο κωμης αφροδιτης, ανταιου",['καθοσιωμενος: καθωσιωμενος']
TM 36796,nan,receipt,AD 514 - 515,δεδκασιν ἀπὸ ώμη ἀφρδίτης δ κοκκίνο ὑδέκ εἰς γ κανονικ κανόνος ὀγδόης ἰνδικ ὑπ τρίτης καταβολῆς πρὸς μέτρη σιν μαμμᾶς χρυσοῦ νομισμάτια τριάκοντα ἕξ ἁπλᾶ γί χρ νο λϛ ἁπλ μόν καὶ ες σὴν ἀσ οσίο π μαι τοῦ τὸ ἐντά ὡς πρόκ φλ ἀμμώ καὶ βίκτωρ χρυσ διʼ ἐμ ἀμμωνί διαδόχ χυσ στοιχεῖ μοι ὡς πρόκ,Antinoopolis,"κοκκινου, μαμμας, φλαυιοι αμμωνιος, φλαυιοι βικτωρ, αμμωνιου, ",απο κωμης αφροδιτης,[]
TM 36797,nan,receipt,AD 513,δεδώκασιν κώμης ἀφροδίτ ὑποδέκ εἰς λόγ κανονικ όνος ἕκτ ἰνδικ πρὸς μέτρησιν μαμᾶ ρυσοῦ νομισμάτια ἑκατὸν εὔσ ἁπλ γί χρ ρ ἁπλ μόν καὶ εἰς ὑμῶν ἀσφάλει καὶ τοῦ δημοσίου πεποίημαι τοῦτο τὸ ἐγράφ φαμενὼθ ιβ ἰνδικ ἕκτης,Antinoopolis,"μαμας, ",κωμης αφροδιτης,[]
TM 36798,nan,receipt,AD 513 - 514,δεδώκασιν οἱ ἀπὸ κώμης ἀφροδίτης δ ἀβααμο ὑποδέκτο πρὸς μέτρ μαμᾶ ες λόγ ἀννωνῶν καὶ παντοίων κανόνος ἑβδόμης,Antinoopolis,"αβρααμιου, μαμα, ",απο κωμης αφροδιτης,[]
TM 36799,nan,receipt,AD 537 - 538,φλ ὀριγένης διʼ ἐμο φοιβάμμωνος νω τοῖς πρωτοκομμ ἀφροδίτης ἐδεξάμην παρʼ ὑμῶν διὰ τοῦ ὑμῶν ὑποδέκτο ἰωάννο κατʼ ἐπιτροπὴν το χρυσοῦ νομτια ὀκτὼ παρὰ κεράτια τριάκοντα ἓν ἥμισυ ζυγῷ γί χρ η π κερ λα ζυγ καὶ εἰς ὑμῶν ἀσφάλειαν πεπ τοῦτο τ ἐντάγιον τῆς πρώτης ἰνδικ,Antinoopolis,"φλαυιος οριγενης, φοιβαμμωνος, ιωαννου, ",αφροδιτης,[]
TM 36800,nan,other,AD 500 - 599,τριακοστὸν ἑξο ια καὶ ἑτοίμως ἔχ τελέσι ἐξ ἴσο τὸ τριμερ οι δημόσια τελέσματα κανονικά τε όσκαιρα κατα ματα τῆς αὐτῆς κώμης όν ὐτῆς πέμπτη καὶ αὐτῆ διὰ παντὸς ετη παρέσχετε τοῦτο τὸ ἐπί εἰς ἀσφάλειαν το δημοσίο μεθʼ ὑπογρα ἡμῶν καὶ ἐπερ ὡμολ ρήλιος βίκτωρ κωσταντίο ὁ προκ ἐθέμην τὸ πίσταλμ ὡ όκ αὐιος ἰωάννης κωσταντ,Aphrodito,"αυρηλιος βικτωρ, κωσταντιου, αυρηλιος ιωαννης, κωσταντιου, ",,['πισταλμα: επισταλμα']
